id,title,album,views,videos,tt_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
1sx0XsWUusUoPstbvokZjP,A-O-K,A-O-K,25100000,158,6953851540646709249,77,0.731,0.626,11,-6.919,1,0.0805,0.125,0,0.183,0.862,82.488,audio_features,spotify:track:1sx0XsWUusUoPstbvokZjP,https://api.spotify.com/v1/tracks/1sx0XsWUusUoPstbvokZjP,https://api.spotify.com/v1/audio-analysis/1sx0XsWUusUoPstbvokZjP,173640,4
6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,Culture II,1200000,12,6790838366146398209,76,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,audio_features,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/tracks/6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP,276147,4
4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,Ladies & Gentlemen,101000,2,6919913216013355778,81,0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119,audio_features,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,300107,4
2P5yIMu2DNeMXTyOANKS6k,Nobody,Be the Cowboy,255100,3,6754663153281321734,77,0.398,0.717,0,-5.253,1,0.0398,0.07,0,0.085,0.487,117.296,audio_features,spotify:track:2P5yIMu2DNeMXTyOANKS6k,https://api.spotify.com/v1/tracks/2P5yIMu2DNeMXTyOANKS6k,https://api.spotify.com/v1/audio-analysis/2P5yIMu2DNeMXTyOANKS6k,193429,4
1Wdj4wRDYS7aT4CoPS0mAH,You Are Enough,Atlas: I,27900000,77,6779450671369291777,76,0.593,0.5,1,-8.532,1,0.029,0.707,1.24e-05,0.0837,0.465,117.996,audio_features,spotify:track:1Wdj4wRDYS7aT4CoPS0mAH,https://api.spotify.com/v1/tracks/1Wdj4wRDYS7aT4CoPS0mAH,https://api.spotify.com/v1/audio-analysis/1Wdj4wRDYS7aT4CoPS0mAH,180087,4
776AftMmFFAWUIEAb3lHhw,ZITTI E BUONI,ZITTI E BUONI,405000,44,6935263654414436353,82,0.625,0.939,4,-3.115,0,0.0669,0.00138,0,0.424,0.644,102.999,audio_features,spotify:track:776AftMmFFAWUIEAb3lHhw,https://api.spotify.com/v1/tracks/776AftMmFFAWUIEAb3lHhw,https://api.spotify.com/v1/audio-analysis/776AftMmFFAWUIEAb3lHhw,194787,4
5InOp6q2vvx0fShv3bzFLZ,Know Yourself,If You're Reading This It's Too Late,426100,27,6883367197402466305,72,0.72,0.412,11,-8.687,0,0.223,0.196,0,0.342,0.179,114.408,audio_features,spotify:track:5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/tracks/5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/audio-analysis/5InOp6q2vvx0fShv3bzFLZ,275840,4
5gbszghyfBJXqS9YxJmoQo,The Magic Bomb (Questions I Get Asked) [Extended Mix],The Magic Bomb (Questions I Get Asked) [Extended Mix],36100000,78,6953271592634615809,59,0.736,0.904,7,-6.855,1,0.061,0.149,0.708,0.442,0.236,142.009,audio_features,spotify:track:5gbszghyfBJXqS9YxJmoQo,https://api.spotify.com/v1/tracks/5gbszghyfBJXqS9YxJmoQo,https://api.spotify.com/v1/audio-analysis/5gbszghyfBJXqS9YxJmoQo,331268,4
6eBK3edMW7bEzecF1eCezc,(Everything I Do) I Do It for You,Never Say Never,161300000,186,7001081280658230042,66,0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,audio_features,spotify:track:6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/tracks/6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/audio-analysis/6eBK3edMW7bEzecF1eCezc,394133,4
7raprblR3NfeuiV72Lz5Il,Mporei,Mporei,460500,197,6960616031303763970,63,0.579,0.593,0,-6.369,0,0.25,0.135,0,0.0877,0.359,100.967,audio_features,spotify:track:7raprblR3NfeuiV72Lz5Il,https://api.spotify.com/v1/tracks/7raprblR3NfeuiV72Lz5Il,https://api.spotify.com/v1/audio-analysis/7raprblR3NfeuiV72Lz5Il,211188,4
0eu4C55hL6x29mmeAjytzC,Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",116800000,166,7000772466247289606,94,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,audio_features,spotify:track:0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/tracks/0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/audio-analysis/0eu4C55hL6x29mmeAjytzC,161803,4
5HCyWlXZPP0y6Gqq8TgA20,Stay,Stay,771900,3,6835191645789505537,100,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,audio_features,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4
5Uz5F1vBAsmYcWEvFl5Jbe,Spao Ta Rologia,Spao Ta Rologia,326800,44,6980654767106181121,46,0.625,0.874,9,-4.823,0,0.0517,0.162,0.000531,0.254,0.927,163.982,audio_features,spotify:track:5Uz5F1vBAsmYcWEvFl5Jbe,https://api.spotify.com/v1/tracks/5Uz5F1vBAsmYcWEvFl5Jbe,https://api.spotify.com/v1/audio-analysis/5Uz5F1vBAsmYcWEvFl5Jbe,192081,4
6Uj1ctrBOjOas8xZXGqKk4,Woman,Planet Her,161200000,639,6976278887063898114,96,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,audio_features,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627,4
5GAJgCNGAwXQCY3szSlUOY,Amityville Horror - Scary Halloween Sound Effects,Halloween Shuffle Play - 150 Scary Sounds and Halloween Music,30400000,230,6780285433650612226,28,0.368,0.0556,7,-18.41,0,0.0564,0.996,0.934,0.0869,0.148,124.132,audio_features,spotify:track:5GAJgCNGAwXQCY3szSlUOY,https://api.spotify.com/v1/tracks/5GAJgCNGAwXQCY3szSlUOY,https://api.spotify.com/v1/audio-analysis/5GAJgCNGAwXQCY3szSlUOY,60483,3
0VKmLvUAJRHt7bHkYsvGgZ,Mia Zoi Mazi (The Light) - Live,Live Ballads - Live,15000,10,6942278889691465729,22,0.634,0.754,8,-6.918,1,0.026,0.0426,0,0.879,0.552,104.646,audio_features,spotify:track:0VKmLvUAJRHt7bHkYsvGgZ,https://api.spotify.com/v1/tracks/0VKmLvUAJRHt7bHkYsvGgZ,https://api.spotify.com/v1/audio-analysis/0VKmLvUAJRHt7bHkYsvGgZ,238160,4
1VsTvfmPwrJxIP5idldxX7,Monkeys Spinning Monkeys,Music to Delight,585800,13,6827446890867460097,49,0.929,0.203,7,-18.004,1,0.146,0.901,0.803,0.11,0.91,144.053,audio_features,spotify:track:1VsTvfmPwrJxIP5idldxX7,https://api.spotify.com/v1/tracks/1VsTvfmPwrJxIP5idldxX7,https://api.spotify.com/v1/audio-analysis/1VsTvfmPwrJxIP5idldxX7,125074,4
4ZtFanR9U6ndgddUvNcjcG,Go,Go,95700,6,6919448034942945281,96,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,audio_features,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4
7fW0P1HtaPw9MAR0LZqZIl,水に流して,エディット・ピアフ・スペシャル・コレクション,58900000,37,6850502927358887937,4,0.31,0.273,0,-16.054,1,0.0331,0.644,0.928,0.102,0.221,82.306,audio_features,spotify:track:7fW0P1HtaPw9MAR0LZqZIl,https://api.spotify.com/v1/tracks/7fW0P1HtaPw9MAR0LZqZIl,https://api.spotify.com/v1/audio-analysis/7fW0P1HtaPw9MAR0LZqZIl,255267,4
1pNlZQeoPnlxqf1Mjgm0H2,Ruby Soho,...And Out Come The Wolves,80500,6,6763823634617206786,61,0.505,0.938,7,-5.381,1,0.0432,0.0201,0.00218,0.177,0.961,161.842,audio_features,spotify:track:1pNlZQeoPnlxqf1Mjgm0H2,https://api.spotify.com/v1/tracks/1pNlZQeoPnlxqf1Mjgm0H2,https://api.spotify.com/v1/audio-analysis/1pNlZQeoPnlxqf1Mjgm0H2,157533,4
1JaBJC3gj7jSsNxsnYTzhj,Elpida,Elpida,884600,390,6899125457539565570,55,0.877,0.649,7,-6.32,0,0.254,0.0188,0,0.241,0.794,151.058,audio_features,spotify:track:1JaBJC3gj7jSsNxsnYTzhj,https://api.spotify.com/v1/tracks/1JaBJC3gj7jSsNxsnYTzhj,https://api.spotify.com/v1/audio-analysis/1JaBJC3gj7jSsNxsnYTzhj,216159,4
7rSnKi58HPIVC0FVyh04Q1,Shake The Room,Meet The Woo 2,105600,8,6790057287454050305,70,0.733,0.684,2,-4.748,1,0.177,0.142,0,0.179,0.437,142.04,audio_features,spotify:track:7rSnKi58HPIVC0FVyh04Q1,https://api.spotify.com/v1/tracks/7rSnKi58HPIVC0FVyh04Q1,https://api.spotify.com/v1/audio-analysis/7rSnKi58HPIVC0FVyh04Q1,165640,4
3tHm0NnzLiQsaMUkJNcAij,Hello Baby feat. Fivio Foreign,Hello Baby feat. Fivio Foreign,3900000,15,6956018678475278338,61,0.893,0.537,7,-6.822,0,0.364,0.211,0,0.0599,0.588,140.038,audio_features,spotify:track:3tHm0NnzLiQsaMUkJNcAij,https://api.spotify.com/v1/tracks/3tHm0NnzLiQsaMUkJNcAij,https://api.spotify.com/v1/audio-analysis/3tHm0NnzLiQsaMUkJNcAij,178562,4
3Wrjm47oTz2sjIgck11l5e,Beggin',Beggin',53700,3,7003496973189777409,96,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,audio_features,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,Jungle Rules,203600,6,6717101129689204738,81,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4
3llrXJMC1bxhReQE6ooFjj,Guitar Music,Guitar Music,194700,7,6856564109232572417,30,0.182,0.0614,3,-19.383,1,0.0428,0.679,0.896,0.153,0.0663,81.288,audio_features,spotify:track:3llrXJMC1bxhReQE6ooFjj,https://api.spotify.com/v1/tracks/3llrXJMC1bxhReQE6ooFjj,https://api.spotify.com/v1/audio-analysis/3llrXJMC1bxhReQE6ooFjj,113280,4
3Q7rxsGtlabDw0yBTnDnR5,Без тебя я не я,Список твоих мыслей,128200,3,6684119175767526150,66,0.639,0.698,7,-6.974,0,0.0702,0.756,0,0.146,0.31,116.267,audio_features,spotify:track:3Q7rxsGtlabDw0yBTnDnR5,https://api.spotify.com/v1/tracks/3Q7rxsGtlabDw0yBTnDnR5,https://api.spotify.com/v1/audio-analysis/3Q7rxsGtlabDw0yBTnDnR5,200690,4
45bE4HXI0AwGZXfZtMp8JR,you broke me first,you broke me first,102800,8,6818936887760259846,86,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,audio_features,spotify:track:45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR,169266,4
3nq0NsJCaZ226LfXC12eRW,Komm mit,Komm mit / Ela,130900,12,6958374068622755842,58,0.634,0.868,9,-6.137,1,0.477,0.356,0,0.116,0.462,130.148,audio_features,spotify:track:3nq0NsJCaZ226LfXC12eRW,https://api.spotify.com/v1/tracks/3nq0NsJCaZ226LfXC12eRW,https://api.spotify.com/v1/audio-analysis/3nq0NsJCaZ226LfXC12eRW,245582,4
7GLqR9ToJLb0PV3XyNAWNm,MMM MMM (feat. ATL Jacob),MMM MMM (feat. ATL Jacob),10000000,161,6970864512777964293,70,0.85,0.444,9,-8.69,1,0.346,0.134,0,0.113,0.187,86.533,audio_features,spotify:track:7GLqR9ToJLb0PV3XyNAWNm,https://api.spotify.com/v1/tracks/7GLqR9ToJLb0PV3XyNAWNm,https://api.spotify.com/v1/audio-analysis/7GLqR9ToJLb0PV3XyNAWNm,137341,4
2LI6Q13PwU9rDCCrkRrjc9,ULTRAnumb - Celldweller Remix,Blue Stahli - Deluxe Edition,164100,28,6759363143526270978,37,0.43,0.955,0,-3.733,1,0.104,0.000892,0.00115,0.082,0.418,184.055,audio_features,spotify:track:2LI6Q13PwU9rDCCrkRrjc9,https://api.spotify.com/v1/tracks/2LI6Q13PwU9rDCCrkRrjc9,https://api.spotify.com/v1/audio-analysis/2LI6Q13PwU9rDCCrkRrjc9,323560,4
7aI1YkyFmJtB2OvI1dF2o7,RRAK TAK TAK - Remix,RRAK TAK TAK - Remix,688400,68,6958567000507828993,51,0.72,0.735,10,-3.123,0,0.0484,0.102,0.44,0.165,0.613,92.99,audio_features,spotify:track:7aI1YkyFmJtB2OvI1dF2o7,https://api.spotify.com/v1/tracks/7aI1YkyFmJtB2OvI1dF2o7,https://api.spotify.com/v1/audio-analysis/7aI1YkyFmJtB2OvI1dF2o7,149677,4
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Top 40 Christmas Music Hits,2500000,2,6750909880372037634,74,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,audio_features,spotify:track:0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,241107,4
0QslFuMgUoKJBqjsUIJ5gW,A Thousand Miles (Instrumental Playback),Karaoke Love Songs,3800000,5,6763656608321898497,7,0.627,0.215,11,-12.521,1,0.101,0.94,0.854,0.177,0.507,96.006,audio_features,spotify:track:0QslFuMgUoKJBqjsUIJ5gW,https://api.spotify.com/v1/tracks/0QslFuMgUoKJBqjsUIJ5gW,https://api.spotify.com/v1/audio-analysis/0QslFuMgUoKJBqjsUIJ5gW,227974,4
658QJ4p8WcbT3O7iWLpO1D,Scary,IT Chapter Two (Original Motion Picture Soundtrack),179800,13,6730323866494699521,74,0.812,0.974,8,-2.327,1,0.227,0.695,0.512,0.582,0.064,153.979,audio_features,spotify:track:658QJ4p8WcbT3O7iWLpO1D,https://api.spotify.com/v1/tracks/658QJ4p8WcbT3O7iWLpO1D,https://api.spotify.com/v1/audio-analysis/658QJ4p8WcbT3O7iWLpO1D,99748,4
5rvfhtpYXmet8N4GYfpudL,Kommatia,Kommatia,33200,15,6807730203305969666,31,0.667,0.562,11,-6.632,1,0.413,0.0722,0,0.183,0.865,171.89,audio_features,spotify:track:5rvfhtpYXmet8N4GYfpudL,https://api.spotify.com/v1/tracks/5rvfhtpYXmet8N4GYfpudL,https://api.spotify.com/v1/audio-analysis/5rvfhtpYXmet8N4GYfpudL,192907,4
4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,Narrated For You,1500000,61,6660092288502352646,80,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,audio_features,spotify:track:4IhKLu7Vk3j2TLmnFPl6To,https://api.spotify.com/v1/tracks/4IhKLu7Vk3j2TLmnFPl6To,https://api.spotify.com/v1/audio-analysis/4IhKLu7Vk3j2TLmnFPl6To,218893,4
58E1XVmZTODC67YNjneuXM,Tainted Love,Non-Stop Erotic Cabaret,25600000,489,6993367536117009157,65,0.542,0.45,7,-9.931,0,0.0361,0.558,6.43e-06,0.579,0.626,144.437,audio_features,spotify:track:58E1XVmZTODC67YNjneuXM,https://api.spotify.com/v1/tracks/58E1XVmZTODC67YNjneuXM,https://api.spotify.com/v1/audio-analysis/58E1XVmZTODC67YNjneuXM,153840,4
5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,El Abayarde,17900000,16,6978180334655523589,76,0.815,0.856,1,-3.825,0,0.122,0.4,8.34e-05,0.244,0.872,91.995,audio_features,spotify:track:5YJ4BVvTFmVCxUyhKejHfR,https://api.spotify.com/v1/tracks/5YJ4BVvTFmVCxUyhKejHfR,https://api.spotify.com/v1/audio-analysis/5YJ4BVvTFmVCxUyhKejHfR,151667,4
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Rasputin,59300,3,6928460441500780545,85,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,audio_features,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,https://api.spotify.com/v1/tracks/0b18g3G5spr4ZCkz7Y6Q0Q,https://api.spotify.com/v1/audio-analysis/0b18g3G5spr4ZCkz7Y6Q0Q,186210,4
72ysGFB4mZTgQsPqN9PzPS,Hello Bitches,Hello Bitches,31500000,109,6993324238824409861,73,0.714,0.884,11,-2.932,1,0.113,0.00985,0,0.439,0.584,145.075,audio_features,spotify:track:72ysGFB4mZTgQsPqN9PzPS,https://api.spotify.com/v1/tracks/72ysGFB4mZTgQsPqN9PzPS,https://api.spotify.com/v1/audio-analysis/72ysGFB4mZTgQsPqN9PzPS,178177,4
6TGX01ExmdHyOG72fqUU3Q,Zindagi,Love Punjab (Original Motion Picture Soundtrack),15000,2,6779840257434060801,62,0.528,0.615,5,-7.118,1,0.0372,0.491,0.000111,0.104,0.225,123.988,audio_features,spotify:track:6TGX01ExmdHyOG72fqUU3Q,https://api.spotify.com/v1/tracks/6TGX01ExmdHyOG72fqUU3Q,https://api.spotify.com/v1/audio-analysis/6TGX01ExmdHyOG72fqUU3Q,258879,4
0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),1100000,13,6662299805999500037,82,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,audio_features,spotify:track:0b11D9D0hMOYCIMN3OKreM,https://api.spotify.com/v1/tracks/0b11D9D0hMOYCIMN3OKreM,https://api.spotify.com/v1/audio-analysis/0b11D9D0hMOYCIMN3OKreM,186022,4
4eOymg22XI5PrPr7BkPQiW,Into The Thick Of It!,The Backyardigans,217800000,106,6964101918863969030,62,0.703,0.0828,7,-14.178,1,0.139,0.825,1.24e-05,0.13,0.57,125.879,audio_features,spotify:track:4eOymg22XI5PrPr7BkPQiW,https://api.spotify.com/v1/tracks/4eOymg22XI5PrPr7BkPQiW,https://api.spotify.com/v1/audio-analysis/4eOymg22XI5PrPr7BkPQiW,158853,4
1Oi2zpmL81Q0yScF1zxaC0,"Bills, Bills, Bills",The Writing's On The Wall,28800000,101,222597111081832449,79,0.845,0.576,11,-5.15,0,0.153,0.139,0,0.0764,0.461,127.641,audio_features,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/tracks/1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/audio-analysis/1Oi2zpmL81Q0yScF1zxaC0,256027,4
6OTKVgVpVaVjhRLYizPJKA,Just for me,Just for me,92300000,158,6985355713136577286,83,0.778,0.628,0,-7.844,1,0.0618,0.705,0.00193,0.299,0.698,133.048,audio_features,spotify:track:6OTKVgVpVaVjhRLYizPJKA,https://api.spotify.com/v1/tracks/6OTKVgVpVaVjhRLYizPJKA,https://api.spotify.com/v1/audio-analysis/6OTKVgVpVaVjhRLYizPJKA,115801,4
0AxZUYeQ9bZwSdt1LmZuok,Heaven or Las Vegas,Heaven or Las Vegas,3035,4,6751217373123987457,63,0.202,0.804,7,-5.465,1,0.0383,6.97e-05,0.00775,0.081,0.418,179.911,audio_features,spotify:track:0AxZUYeQ9bZwSdt1LmZuok,https://api.spotify.com/v1/tracks/0AxZUYeQ9bZwSdt1LmZuok,https://api.spotify.com/v1/audio-analysis/0AxZUYeQ9bZwSdt1LmZuok,298400,4
7oJrVhiTPZGBXWPwhxjy9S,Lust,Life of a Dark Rose,1074,4,6704960615120635906,74,0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,audio_features,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,https://api.spotify.com/v1/tracks/7oJrVhiTPZGBXWPwhxjy9S,https://api.spotify.com/v1/audio-analysis/7oJrVhiTPZGBXWPwhxjy9S,156000,4
0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),Planet Her,157200000,678,6976278886782863361,89,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,audio_features,spotify:track:0W6I02J9xcqK8MtSeosEXb,https://api.spotify.com/v1/tracks/0W6I02J9xcqK8MtSeosEXb,https://api.spotify.com/v1/audio-analysis/0W6I02J9xcqK8MtSeosEXb,138293,4
0mkMPe70ipo1UVg8n4Yub1,FEEL THE GROOVE,,71700000,294,6769046027488987137,36,0.84,0.755,4,-4.749,0,0.0519,0.00252,0.888,0.0538,0.861,122.005,audio_features,spotify:track:0mkMPe70ipo1UVg8n4Yub1,https://api.spotify.com/v1/tracks/0mkMPe70ipo1UVg8n4Yub1,https://api.spotify.com/v1/audio-analysis/0mkMPe70ipo1UVg8n4Yub1,112884,4
34x6hEJgGAOQvmlMql5Ige,Original Sound,Download,288500,2,6942949333281491714,72,0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17,audio_features,spotify:track:34x6hEJgGAOQvmlMql5Ige,https://api.spotify.com/v1/tracks/34x6hEJgGAOQvmlMql5Ige,https://api.spotify.com/v1/audio-analysis/34x6hEJgGAOQvmlMql5Ige,215133,4
7I31xQWQOO9bVYRkJumQIf,Sneaky Snitch,Mystery,56000000,137,6770216135636813826,47,0.905,0.0698,2,-22.736,1,0.112,0.625,0.937,0.102,0.417,87.036,audio_features,spotify:track:7I31xQWQOO9bVYRkJumQIf,https://api.spotify.com/v1/tracks/7I31xQWQOO9bVYRkJumQIf,https://api.spotify.com/v1/audio-analysis/7I31xQWQOO9bVYRkJumQIf,136620,4
1Jfwk6zpdv4I6fQjS52EVW,squid game,squid game,114700,2,7013058062172817410,35,0.726,0.624,8,-4.313,1,0.457,0.743,0,0.117,0.544,68.535,audio_features,spotify:track:1Jfwk6zpdv4I6fQjS52EVW,https://api.spotify.com/v1/tracks/1Jfwk6zpdv4I6fQjS52EVW,https://api.spotify.com/v1/audio-analysis/1Jfwk6zpdv4I6fQjS52EVW,111804,4
29MVFLqIAsZcczLaUduEzl,Μαγειρεύω,Και Κάνω Πάρτυ,625000,195,6902377185315653634,0,0.908,0.586,0,-10.179,1,0.0533,0.402,0,0.0463,0.963,95.038,audio_features,spotify:track:29MVFLqIAsZcczLaUduEzl,https://api.spotify.com/v1/tracks/29MVFLqIAsZcczLaUduEzl,https://api.spotify.com/v1/audio-analysis/29MVFLqIAsZcczLaUduEzl,51513,4
7zkA4TSmYO1Bko2PnFn0YB,Steven Universe,Steven Universe,54200000,149,6795585271782967298,65,0.676,0.0674,7,-13.899,1,0.0703,0.841,0.942,0.121,0.214,77.037,audio_features,spotify:track:7zkA4TSmYO1Bko2PnFn0YB,https://api.spotify.com/v1/tracks/7zkA4TSmYO1Bko2PnFn0YB,https://api.spotify.com/v1/audio-analysis/7zkA4TSmYO1Bko2PnFn0YB,134026,4
3hWfKBt3n7j1xqIy6LA5ve,Astronomia,Astronomia,12100000,3,280811148541788160,71,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,audio_features,spotify:track:3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/tracks/3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/audio-analysis/3hWfKBt3n7j1xqIy6LA5ve,198095,4
0G0bWkbgnQJYsDvw4GDnhL,Oh No (Instrumental),Oh No (Instrumental),17400000,36,6889520563052645121,46,0.795,0.306,8,-8.355,1,0.0337,0.000392,0.78,0.0851,0.302,87.975,audio_features,spotify:track:0G0bWkbgnQJYsDvw4GDnhL,https://api.spotify.com/v1/tracks/0G0bWkbgnQJYsDvw4GDnhL,https://api.spotify.com/v1/audio-analysis/0G0bWkbgnQJYsDvw4GDnhL,171896,4
4AcWoNZHJ6tLBcKWifiTbC,Guccci,Guccci,1200000,1035,6769057633019103233,60,0.565,0.536,5,-9.706,0,0.293,0.296,0,0.176,0.261,83.475,audio_features,spotify:track:4AcWoNZHJ6tLBcKWifiTbC,https://api.spotify.com/v1/tracks/4AcWoNZHJ6tLBcKWifiTbC,https://api.spotify.com/v1/audio-analysis/4AcWoNZHJ6tLBcKWifiTbC,208383,4
75HZ6Wxnw8xbgz6HU9kKCS,BARELY BREATHING,,6600000,103,6773863867542931458,60,0.482,0.807,0,-6.976,1,0.0457,0.0281,0,0.177,0.516,187.918,audio_features,spotify:track:75HZ6Wxnw8xbgz6HU9kKCS,https://api.spotify.com/v1/tracks/75HZ6Wxnw8xbgz6HU9kKCS,https://api.spotify.com/v1/audio-analysis/75HZ6Wxnw8xbgz6HU9kKCS,254547,4
2prnn41CblB8B4yWACDljP,Love Tonight - David Guetta Remix,Love Tonight - David Guetta Remix,52600000,435,6969011792140601346,84,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,audio_features,spotify:track:2prnn41CblB8B4yWACDljP,https://api.spotify.com/v1/tracks/2prnn41CblB8B4yWACDljP,https://api.spotify.com/v1/audio-analysis/2prnn41CblB8B4yWACDljP,158095,4
3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Astronaut In The Ocean,6400000,3,6782913875441371138,85,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,audio_features,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4
0JZGN7ASIqeSShQhrxhe0y,Blue Blood,It's Always Sunny In Philadelphia (Music from the Original FX Series),53700000,312,6778968637492430849,46,0.593,0.831,4,-4.804,1,0.0321,0.141,0.00107,0.089,0.934,164.332,audio_features,spotify:track:0JZGN7ASIqeSShQhrxhe0y,https://api.spotify.com/v1/tracks/0JZGN7ASIqeSShQhrxhe0y,https://api.spotify.com/v1/audio-analysis/0JZGN7ASIqeSShQhrxhe0y,134720,4
2LbNkvmYabhVf9jBCVeLm7,Beat Box,Beat Box,1700000,2,6903998488565024770,71,0.811,0.462,8,-8.153,1,0.418,0.0651,0,0.129,0.356,160.125,audio_features,spotify:track:2LbNkvmYabhVf9jBCVeLm7,https://api.spotify.com/v1/tracks/2LbNkvmYabhVf9jBCVeLm7,https://api.spotify.com/v1/audio-analysis/2LbNkvmYabhVf9jBCVeLm7,212027,4
